smiles_gdb,smiles_b3lyp,atom_coords,vibrationalfrequence,A,B,C,miu,alpha,homo,lumo,gap,R2,zpve,Uo,U,H,G,Cv
CNC1=CNC=C1,CNc1c[nH]cc1,"C	-0.0109227315	1.4232657262	-0.0458222376	-0.317538
N	0.0319178273	-0.0096684774	0.1739014884	-0.378796
C	-1.1778178257	-0.7081953891	0.0681311473	0.306257
C	-2.4545526197	-0.1799093033	0.0550582813	-0.174164
N	-3.3401960439	-1.2404968267	0.004554001	-0.243733
C	-2.6523586871	-2.4190545807	-0.0286871558	-0.062649
C	-1.3082209272	-2.1292841589	0.0126815075	-0.255018
H	1.0041385488	1.8268122973	-0.0096590999	0.115581
H	-0.4719359702	1.7122483463	-1.0061114724	0.100958
H	-0.5871090439	1.9010715214	0.7550818999	0.12591
H	0.7726130097	-0.4569868841	-0.3478365923	0.227412
H	-2.8043412279	0.8375473417	0.0846287163	0.104789
H	-4.3394773314	-1.1515152801	-0.0144101029	0.256537
H	-3.1664644982	-3.3656266196	-0.0754302677	0.112759
H	-0.500661939	-2.8457375832	0.0122139467	0.081694",101.0125	199.5059	234.582	316.6061	385.5064	445.9419	571.1843	614.0137	626.1427	679.8007	715.9548	744.6182	800.9071	900.1889	966.0771	1066.5496	1084.3526	1112.294	1152.4409	1160.3581	1173.6098	1284.8508	1314.6958	1401.0417	1458.2804	1474.858	1481.6193	1490.5269	1522.5316	1543.501	1632.8452	2954.5652	3052.4055	3111.2533	3240.522	3266.832	3278.9513	3576.408	3700.4567,7.25818,1.95273,1.55954,1.3933,63.62,-0.1704,0.0575,0.2278,778.171,0.127208,-304.720708,-304.713909,-304.712965,-304.751168,25.578
CNC1=CNC=N1,CNc1c[nH]cn1,"C	0.0562645247	1.3934348325	0.1095700775	-0.322234
N	-0.1835581542	-0.0161757347	-0.1215403344	-0.366881
C	0.5377142645	-0.6440295392	-1.1258897115	0.333559
C	1.1842519645	-0.0958328027	-2.2118124386	-0.199303
N	1.6823089206	-1.1892119227	-2.9100137388	-0.232293
C	1.3329781525	-2.3026802562	-2.2230964718	0.015747
N	0.6422889357	-2.0153251584	-1.1404596948	-0.324702
H	1.11733576	1.6392470646	0.283749967	0.105027
H	-0.2823796874	1.9759143494	-0.7554907273	0.12583
H	-0.5255686874	1.7221750869	0.973772372	0.12244
H	-0.2180983563	-0.5831153648	0.7135091041	0.238649
H	1.3289356415	0.91377293	-2.5522362264	0.116314
H	2.2130262141	-1.1531597248	-3.7628662507	0.262455
H	1.6053575273	-3.2951424399	-2.5495347064	0.125391",103.04	180.4548	218.3473	335.1333	458.4651	460.9055	567.0601	622.5244	652.525	723.8847	742.3352	805.8123	947.8842	975.4634	1076.2584	1105.4763	1144.5344	1158.6154	1170.2241	1258.9694	1291.1079	1358.9797	1457.288	1458.2901	1482.4735	1494.468	1521.1752	1546.9818	1635.62	2962.7775	3050.4811	3116.5809	3251.4968	3291.1278	3598.5832	3677.2855,7.54213,2.00977,1.61323,2.7506,59.78,-0.1787,0.0416,0.2203,747.0292,0.115965,-320.78699,-320.780414,-320.77947,-320.817365,24.132
CNC1=COC=C1,CNc1cocc1,"C	0.0178103937	1.4290380258	0.0363034291	-0.325406
N	-0.1556951893	-0.00901878	-0.057065765	-0.380473
C	0.5512686967	-0.672361828	-1.0569082726	0.267837
C	1.1998966721	-0.1413037158	-2.1366927532	-0.094101
O	1.7109204004	-1.1446479945	-2.9211218172	-0.151454
C	1.3932900286	-2.3126666313	-2.3213453708	0.01801
C	0.6852243897	-2.1000486692	-1.1831101489	-0.288347
H	1.0709676369	1.7394945976	0.1378153795	0.109504
H	-0.3852652954	1.905040131	-0.8647360969	0.132905
H	-0.5444859543	1.8072108804	0.8931227369	0.122283
H	-0.0924940851	-0.4746120571	0.83699434	0.23367
H	1.3703055772	0.861071446	-2.4866515745	0.122192
H	1.7344190336	-3.2061452073	-2.8184502405	0.131453
H	0.2942518952	-2.8500688577	-0.5128298559	0.101927",111.1863	192.1694	227.2573	334.4689	444.9648	557.7516	606.2938	635.183	690.7366	712.5881	761.654	810.1709	886.9338	981.6136	1053.6427	1080.8079	1108.9798	1149.7836	1165.1251	1223.2609	1271.376	1313.7627	1396.3461	1459.609	1480.7325	1499.3487	1523.7553	1551.8329	1659.8874	2967.6442	3059.7321	3118.8968	3248.0159	3278.7067	3296.2155	3585.0442,7.43399,1.95952,1.57102,1.735,59.38,-0.1898,0.0312,0.221,760.656,0.114923,-324.589539,-324.583091,-324.582147,-324.619783,23.926
CNC1=COC=N1,CNc1cocn1,"C	0.0318044517	1.4048941558	-0.0772375016	-0.328775
N	-0.1622449886	-0.0180365295	0.1190543125	-0.370532
C	0.574049022	-0.6478107003	1.0991506571	0.305363
C	1.2514045644	-0.1427434059	2.1689910407	-0.128172
O	1.7655118821	-1.2169535359	2.8716395835	-0.142909
C	1.376608727	-2.2904643775	2.1699022485	0.08374
N	0.6721945852	-2.0346962331	1.1145372932	-0.323005
H	1.0800049137	1.6806806628	-0.2761947901	0.113704
H	-0.5847758492	1.7410046712	-0.913427336	0.129313
H	-0.2950869372	1.9493803929	0.8160739868	0.133215
H	-0.2246693856	-0.5695143074	-0.7240462226	0.246373
H	1.4511930735	0.8342857461	2.5669066347	0.134201
H	1.6818370509	-3.2561822192	2.5417261933	0.147485",112.2766	175.7779	208.907	344.4845	457.9803	545.1815	630.6779	634.7561	716.7609	738.3471	844.3672	935.55	989.0716	1076.4105	1098.98	1149.3544	1158.3172	1184.4141	1261.6919	1298.5551	1351.1786	1459.1262	1479.3288	1492.9217	1521.9612	1569.387	1668.0913	2975.019	3058.5882	3124.1036	3273.0076	3315.4975	3608.0629,7.74692,2.01171,1.62084,1.601,55.52,-0.1986,0.0135,0.2122,731.0147,0.103561,-340.656628,-340.650307,-340.649363,-340.686868,22.711
COC1=CNC=C1,COc1c[nH]cc1,"C	0.014066718	1.3907864285	0.007981056	-0.239807
O	0.0243737754	-0.0211646993	0.0028011455	-0.260776
C	-1.2005803976	-0.609656616	0.0103260521	0.357569
C	-2.4509899506	-0.0235542097	0.0218612407	-0.222778
N	-3.3711192511	-1.0540656832	0.0255955175	-0.245407
C	-2.7268031172	-2.2587631215	0.0165879234	-0.05925
C	-1.3719807113	-2.0221578406	0.0070147692	-0.271574
H	1.0562609726	1.7144394306	0.0011869849	0.128553
H	-0.4967862391	1.7901502014	-0.8796840221	0.113883
H	-0.4831916855	1.7836776731	0.9061844618	0.113886
H	-2.7629709886	1.0059878857	0.0277591804	0.112113
H	-4.3669740925	-0.9294945841	0.0337113281	0.259619
H	-3.2777988033	-3.185472686	0.0177230798	0.116988
H	-0.5828557991	-2.7567891489	-0.0014742872	0.096982",100.0554	224.8936	243.2303	329.9309	391.3413	474.8426	620.8252	627.5889	661.5168	679.1781	743.7572	814.8122	896.2607	971.2393	1058.0544	1084.0246	1114.8398	1170.7886	1181.6616	1216.8996	1282.8796	1317.6086	1420.619	1466.9159	1483.8402	1485.0537	1509.6036	1535.4964	1622.3252	2989.6997	3041.5409	3130.4789	3254.332	3272.9829	3283.7809	3697.7908,7.41932,2.02645,1.60798,2.4475,59.51,-0.1888,0.0518,0.2406,745.1256,0.114821,-324.595526,-324.588995,-324.588051,-324.625787,24.264
COC1=CNC=N1,COc1c[nH]cn1,"C	0.0002435873	1.4081359478	0.0397941672	-0.231279
O	0.0047860581	-0.0138141578	0.0020311547	-0.274384
C	0.6224901955	-0.6262654448	1.031475498	0.380497
C	0.7417909902	-1.9867626168	1.1887936589	-0.224119
N	1.4417373707	-2.1290032157	2.3750936464	-0.231735
C	1.6997184461	-0.8883466531	2.8535388648	0.015883
N	1.2150419318	0.0486952141	2.0610005892	-0.339806
H	1.0186190597	1.8107084783	0.0328795762	0.128283
H	-0.533465544	1.7271372406	-0.8572304996	0.121274
H	-0.5113695592	1.781932547	0.9329492155	0.128296
H	0.4113936384	-2.8228001823	0.5993405134	0.129147
H	1.7085540714	-3.0004045894	2.8001661144	0.267236
H	2.2377468139	-0.7190441179	3.7735809309	0.130708",75.9778	167.6855	248.5915	329.1719	498.5652	500.6052	645.7131	662.267	685.0796	733.9463	788.8774	945.7772	975.6815	1074.711	1094.094	1151.2164	1180.4729	1203.682	1250.6494	1329.1671	1355.7207	1462.772	1479.6781	1487.0559	1503.0425	1525.5164	1626.1081	3029.5927	3094.0264	3136.3541	3256.1129	3295.6713	3673.628,7.76066,2.11389,1.67889,2.5599,55.93,-0.1948,0.0329,0.2277,709.3547,0.103582,-340.661797,-340.655427,-340.654483,-340.692242,22.784
COC1=COC=C1,COc1cocc1,"C	-0.0286632613	1.3931362979	0.0359579793	-0.248802
O	-0.0093980023	-0.0228986451	0.0229176849	-0.254798
C	0.6017674181	-0.5756905198	-1.0482180128	0.326092
C	1.2044636277	0.0137017965	-2.122765371	-0.155043
O	1.6875172135	-0.9560176729	-2.9608283028	-0.14848
C	1.3839806097	-2.1523028251	-2.4053771888	0.023344
C	0.7194660489	-1.993260959	-1.2334596817	-0.306003
H	0.9908643213	1.8021181459	0.0420642593	0.122486
H	-0.5645940641	1.7890830118	-0.8374026488	0.122479
H	-0.5466873264	1.6927607486	0.9476673807	0.135961
H	1.3690223814	1.0308847073	-2.4298996986	0.129997
H	1.704075091	-3.021210915	-2.9571637729	0.136088
H	0.3513842226	-2.7597051212	-0.5706564266	0.116678",110.1116	219.8521	235.8517	349.0405	474.0626	609.2289	645.4471	665.9945	694.0909	766.9845	825.4882	882.8876	988.3333	1040.8827	1082.6474	1102.9767	1181.9219	1208.3539	1226.9495	1268.3525	1321.6518	1420.1316	1474.7006	1484.8945	1508.3348	1549.6226	1649.6471	2998.5662	3054.4135	3140.9181	3260.5016	3282.5454	3295.7482,7.59039,2.03649,1.62227,0.9543,55.31,-0.2094,0.0248,0.2342,727.1103,0.102566,-344.463291,-344.457126,-344.456181,-344.493322,22.554
COC1=COC=N1,COc1cocn1,"C	0.0006310741	1.4138403976	-0.0218024374	-0.237002
O	0.0046816436	-0.0123875603	-0.0038206949	-0.269011
C	0.5974100468	-0.6164088835	-1.0431658552	0.352746
C	0.7213730297	-1.9563298242	-1.245113726	-0.15827
O	1.3955475573	-2.1188192707	-2.4332378656	-0.136426
C	1.6318673408	-0.8713080609	-2.865464883	0.085923
N	1.1857149362	0.0681233254	-2.0905783321	-0.339789
H	1.0195928451	1.8131269592	-0.0258047346	0.13497
H	-0.5292459442	1.7976498783	-0.8991522419	0.134786
H	-0.5163793717	1.7171905723	0.8895756675	0.130807
H	0.4270185881	-2.8418724965	-0.7143428021	0.148201
H	2.1603048942	-0.7659507066	-3.7996361748	0.153064",67.4228	164.1442	246.4696	331.6574	500.7466	639.6544	666.7923	682.5746	737.4791	829.2792	936.3412	982.4525	1077.1505	1086.1593	1166.5584	1179.0868	1202.0471	1251.9382	1336.391	1351.0135	1474.0203	1482.501	1501.2962	1551.4177	1659.2241	3036.0547	3104.5724	3145.529	3277.5508	3317.8336,7.98132,2.11068,1.687,0.1961,51.81,-0.2164,0.0031,0.2194,693.5577,0.091093,-360.529236,-360.523085,-360.52214,-360.559696,21.379
OCC1=CNC=C1,OCc1c[nH]cc1,"O	0.2730520396	1.1247288876	0.6760728399	-0.41472
C	0.0282154295	0.0445891493	-0.2174676317	-0.16132
C	-1.3763417241	-0.4780937085	-0.1318181294	0.227227
C	-2.1743887977	-0.4582926891	0.9929569667	-0.16998
N	-3.375907265	-1.0350231465	0.6684286195	-0.231649
C	-3.3654959414	-1.425062529	-0.6460226301	-0.072951
C	-2.1393099491	-1.0900801914	-1.1701221997	-0.253877
H	-0.4224310333	1.7733833758	0.5224570054	0.276211
H	0.2556685076	0.3241872788	-1.2590000342	0.088086
H	0.7576506925	-0.7249245833	0.0643069791	0.116868
H	-1.9763439094	-0.0858132269	1.9845059151	0.125866
H	-4.1543086316	-1.1371413902	1.2952614617	0.261147
H	-4.2257974401	-1.8955013976	-1.0942692066	0.118212
H	-1.8169631274	-1.2614291389	-2.1864069458	0.090879",63.2027	183.6937	265.0807	352.4532	444.5218	483.8938	635.1361	641.3279	691.7078	709.8655	777.1013	826.813	905.6372	965.2551	997.1054	1054.4609	1085.9221	1093.2855	1161.328	1202.8351	1258.1065	1295.3101	1360.1225	1410.8274	1435.7932	1465.6153	1508.9598	1519.4607	1604.4475	2970.9695	3039.4061	3239.9693	3268.1083	3272.1258	3685.9221	3803.6326,7.09786,1.87907,1.53531,2.786,59.22,-0.2053,0.0423,0.2476,767.5661,0.115456,-324.604156,-324.597624,-324.59668,-324.63484,24.158
OCC1=CNC=N1,OCc1c[nH]cn1,"O	-0.0130556629	1.4227374212	0.0086340281	-0.421149
C	-0.0015963197	0.0026787814	0.0021824541	-0.18317
C	-1.4164017379	-0.4770137984	0.012163258	0.284234
C	-2.561714811	0.2733658094	0.0234031579	-0.166614
N	-3.5920971071	-0.6445207626	0.0290881096	-0.235506
C	-3.0294871138	-1.8844646168	0.0209121947	0.008098
N	-1.7180736407	-1.8212602357	0.0105996429	-0.313797
H	0.898270713	1.7271287912	0.0019153252	0.289841
H	0.5136580016	-0.393466297	-0.8878136255	0.103167
H	0.5287697114	-0.4015190156	0.8795704584	0.103205
H	-2.7292468138	1.3356963916	0.0278881657	0.140362
H	-4.5752908338	-0.4330272257	0.0377567634	0.264927
H	-3.6215767953	-2.7875602229	0.0230349975	0.126401",44.6521	202.3657	206.785	266.9653	458.7195	516.066	652.1447	687.3918	694.706	741.2353	816.7172	949.4158	982.1174	1050.324	1074.8588	1095.7413	1135.3842	1203.8625	1233.6468	1251.4895	1280.5191	1355.9009	1449.9324	1468.7109	1515.7152	1528.3045	1612.2289	2966.2248	2985.5926	3250.8354	3298.3511	3670.7949	3843.2245,7.48287,1.97168,1.57582,2.0241,55.16,-0.2147,0.0385,0.2532,734.8105,0.103636,-340.664407,-340.657874,-340.65693,-340.695448,23.088
OCC1=COC=C1,OCc1cocc1,"O	0.3086242848	1.0515381867	0.7392729482	-0.409526
C	0.0201850527	0.0713076047	-0.2449908803	-0.169739
C	-1.3822867877	-0.4551765306	-0.1503875103	0.197646
C	-2.2088286489	-0.3674145815	0.9273896248	-0.089797
O	-3.4103074879	-0.9505457714	0.6642032843	-0.142096
C	-3.3465417399	-1.4238774033	-0.606588962	0.008697
C	-2.1369190177	-1.1501132232	-1.1583283207	-0.292516
H	-0.3235523957	1.7685427892	0.6200355308	0.282355
H	0.2069345361	0.4507655377	-1.262613632	0.096968
H	0.7473110699	-0.7319702318	-0.0755124553	0.127924
H	-2.091737248	0.0552498849	1.9105286395	0.143209
H	-4.2333688628	-1.9181921201	-0.9676853874	0.136808
H	-1.8128843849	-1.4044241812	-2.1559635497	0.110068",78.3543	188.0117	255.8021	357.293	445.1538	623.4641	624.455	703.7169	740.5104	789.7904	828.8308	893.4843	977.8494	1003.289	1050.6774	1077.9417	1098.7385	1196.6861	1215.4098	1248.4866	1267.588	1362.6228	1406.5435	1435.4903	1503.7549	1533.6441	1633.1664	2973.7706	3048.7854	3249.1184	3281.9994	3289.5966	3806.4806,7.30669,1.89202,1.53715,1.4662,54.83,-0.2247,0.0168,0.2415,750.9907,0.102952,-344.47097,-344.464719,-344.463775,-344.50138,22.715
OCC1=COC=N1,OCc1cocn1,"O	-0.0174623648	1.4208406839	0.0077192942	-0.418726
C	0.0001084209	0.0036268835	0.0021654715	-0.18593
C	-1.4122626618	-0.4745635648	0.012506045	0.254279
C	-2.560490345	0.2422154389	0.024236065	-0.093573
O	-3.6079860949	-0.641898114	0.0303568569	-0.141068
C	-3.0182748794	-1.8556722281	0.0215842192	0.071575
N	-1.7262202935	-1.8312461883	0.0109237697	-0.311749
H	0.8916320387	1.7323613957	0.0014740643	0.294176
H	0.5116225651	-0.3968942686	-0.8878855686	0.111007
H	0.5268491604	-0.4037203263	0.8801425112	0.111021
H	-2.800290248	1.2894620525	0.029508198	0.159486
H	-3.6712483877	-2.7142620945	0.0243967136	0.149503",64.8623	196.2249	206.8699	271.7845	457.4561	634.9303	674.4892	694.8364	774.3448	846.397	936.5651	997.2047	1050.455	1082.3141	1097.1398	1134.3201	1209.2426	1236.0861	1251.0605	1273.5732	1345.4813	1466.8918	1513.6231	1556.976	1643.8205	2969.8403	2990.7206	3276.3499	3318.2211	3843.2585,7.66386,1.97544,1.58613,1.1142,50.99,-0.2382,0.0079,0.2461,718.2476,0.091162,-360.532987,-360.526716,-360.525772,-360.563644,21.719
CCN1C=CC=C1,CCn1cccc1,"C	-0.0101030612	1.5501571559	0.0094230393	-0.366851
C	-0.0229000704	0.0185720677	0.0030609364	-0.158864
N	-1.3619564697	-0.5456040765	0.0126740767	0.042952
C	-2.1091766658	-0.8069394127	1.1355678136	-0.098083
C	-3.3539935335	-1.2381662383	0.7383736332	-0.166649
C	-3.3658774707	-1.2342477079	-0.6834468624	-0.166679
C	-2.1279575594	-0.8004775649	-1.0989940792	-0.098067
H	1.0195025582	1.9218840208	0.0015792992	0.117446
H	-0.5266580561	1.9461739943	-0.8694871731	0.130326
H	-0.5104352897	1.9387496282	0.9009445425	0.130307
H	0.496313119	-0.3614243127	-0.8826668441	0.118651
H	0.512274253	-0.368883789	0.8759796766	0.11865
H	-1.6854719789	-0.6668936599	2.1179085209	0.1083
H	-4.1580955852	-1.5368613101	1.3933612054	0.090124
H	-4.1808335023	-1.5293357132	-1.326545324	0.090127
H	-1.7208067273	-0.6547013516	-2.087482741	0.10831",53.8844	127.7736	216.047	362.5631	386.1123	623.2983	635.2815	658.8572	679.6238	740.4711	794.2624	795.4681	846.068	885.4533	944.1355	999.8273	1080.394	1081.5209	1103.5221	1115.5376	1126.9857	1270.201	1309.0732	1315.1671	1390.8456	1410.9658	1423.0494	1435.9	1482.1031	1489.7574	1506.2086	1536.2176	1560.6923	3041.7306	3047.9259	3086.4634	3115.5211	3125.4776	3236.8256	3246.1659	3257.5901	3267.318,6.54145,1.94185,1.69169,2.0863,66.65,-0.1997,0.0474,0.247,778.2199,0.138541,-288.67872,-288.671959,-288.671014,-288.709817,25.042
CCN1C=CN=C1,CCn1ccnc1,"C	0.0004162312	1.5522042467	0.1057327526	-0.37083
C	-0.0226034936	0.03151687	-0.0638573664	-0.160998
N	-1.3641105692	-0.5292256912	-0.0087543787	0.027812
C	-2.1478025188	-0.6922291973	1.1141993002	-0.128893
C	-3.3374017858	-1.2029466676	0.6650617449	-0.088664
N	-3.3124213533	-1.3576575386	-0.700953969	-0.273858
C	-2.1205610643	-0.9432439138	-1.0667387443	0.00441
H	1.0286065617	1.9221638434	0.0478531217	0.123553
H	-0.587897245	2.0387109207	-0.6773599029	0.135004
H	-0.4140912616	1.8459035048	1.0741970966	0.131822
H	0.4066932134	-0.2503286811	-1.0298260062	0.125618
H	0.5870118679	-0.4489431894	0.7088968985	0.125031
H	-1.7852381115	-0.4415180735	2.0977663483	0.121368
H	-4.205486875	-1.4734913369	1.2470370387	0.106016
H	-1.7377400562	-0.9217786863	-2.077146784	0.122608",51.9143	137.2035	217.0418	346.7096	396.2569	637.8699	664.2288	679.9849	727.4341	794.1928	816.084	854.5606	917.1081	961.5079	1049.6629	1097.631	1098.6093	1118.6632	1146.5411	1261.4878	1276.9885	1310.1657	1386.0876	1392.9473	1411.2415	1420.609	1483.253	1490.1711	1505.663	1535.2132	1543.8737	3044.2222	3048.1389	3090.4509	3119.2446	3126.5577	3239.4867	3245.3827	3273.2891,6.90896,1.94575,1.696,4.0161,62.11,-0.2201,0.0337,0.2538,758.3035,0.12739,-304.738393,-304.731835,-304.730891,-304.769404,23.624
C1CC2=CC=CN12,C1Cc2cccn12,"C	-0.0098923854	1.5634582085	-0.0209051627	-0.169495
C	1.5556812415	1.4066066485	-0.1384309326	-0.377721
C	1.3159338466	-0.0145488935	0.347985687	0.344146
C	1.6203311644	-1.3007106796	0.7320519467	-0.331175
C	0.3570189851	-1.8934566848	1.0597865389	-0.127579
C	-0.6582920787	-0.9668078265	0.8688987477	-0.160542
N	-0.0296344517	0.1652242607	0.4344485483	0.029576
H	-0.3576700437	2.2795724922	0.7291962046	0.124818
H	-0.5396433405	1.7310292622	-0.9630865804	0.124821
H	1.9455773899	1.5129867727	-1.1544711077	0.122278
H	2.1265796723	2.0584881347	0.5284997462	0.122276
H	2.5865090801	-1.7773697449	0.7826346894	0.092748
H	0.2094752757	-2.9068143003	1.4039173548	0.09034
H	-1.7244952557	-1.0404060799	1.0074489698	0.115509",72.2609	232.3862	456.0182	602.2536	643.2254	691.9839	712.6327	757.7513	809.7163	810.0238	823.3936	883.307	966.0472	1027.9735	1056.0241	1056.6643	1112.837	1139.5275	1178.7862	1219.7547	1237.084	1271.1386	1314.5727	1414.4362	1443.0998	1472.9104	1490.3597	1525.3219	1579.6862	3050.4115	3059.0272	3094.3367	3109.2267	3235.8253	3257.8202	3270.9998,6.48147,2.87979,2.04562,2.0543,64.43,-0.196,0.0558,0.2518,623.248,0.116366,-287.441165,-287.435599,-287.434654,-287.47071,21.109
C1CC2=CN=CN12,C1Cc2cncn12,"C	-0.0054234969	1.5814735092	-0.015951867	-0.170457
C	1.5582242381	1.4194054566	-0.1139884991	-0.376061
C	1.3114687045	-0.0137714431	0.342222097	0.295104
C	1.5503833052	-1.3131823484	0.7124319658	-0.221863
N	0.3373091944	-1.9074645043	1.0061183797	-0.262416
C	-0.6090791145	-1.0030007529	0.8215874181	-0.030285
N	-0.0399557785	0.164157514	0.4154494741	-0.000887
H	-0.3631931759	2.2776211213	0.7460626611	0.134372
H	-0.5236222519	1.7620839198	-0.9604810386	0.134367
H	1.9632560702	1.5392683143	-1.1215040428	0.13006
H	2.1227483599	2.0518610934	0.5750809147	0.13006
H	2.4750599759	-1.8618102807	0.79132096	0.107061
H	-1.6672209404	-1.152626809	0.966211337	0.130946",126.5404	233.6298	448.8537	650.5224	663.5076	710.0285	781.1245	801.4317	817.7797	829.195	894.5603	985.2708	1056.9226	1084.385	1118.3718	1137.3968	1185.1425	1211.2614	1237.2074	1247.2326	1297.0268	1377.7489	1403.6393	1461.6341	1486.064	1516.967	1564.8905	3066.8159	3071.6286	3112.3737	3128.8997	3261.4305	3264.7005,6.83236,2.87298,2.07586,4.057,59.93,-0.2157,0.0412,0.2569,601.861,0.105329,-303.497783,-303.49251,-303.491566,-303.526838,19.696
C1CC2=NC=CN12,C1Cc2nccn12,"C	-0.013308342	1.573989629	-0.0568777994	-0.170699
C	1.5570117634	1.3922810748	-0.1194020016	-0.367198
C	1.2660987348	-0.0053246966	0.4024492949	0.381723
N	1.6486398273	-1.1951429739	0.7957837421	-0.368828
C	0.4398956863	-1.8028149866	1.110336268	-0.088793
C	-0.6481065138	-0.9733338022	0.9028716756	-0.177337
N	-0.0676958657	0.1852569812	0.4425930999	0.019711
H	-0.3731501318	2.3147180351	0.6615636385	0.133085
H	-0.509518423	1.7151764857	-1.020290644	0.133082
H	1.9816954169	1.452808099	-1.1241279965	0.134304
H	2.117373459	2.0495027385	0.5495881496	0.134307
H	0.4151721173	-2.81921199	1.4747041802	0.106451
H	-1.7062319887	-1.1148628741	1.0391289827	0.130192",73.1059	242.0173	462.1287	618.3303	688.1112	714.4275	716.3721	811.7144	822.439	835.2379	883.5314	978.2084	1055.8336	1057.7754	1120.9589	1136.074	1143.9066	1175.4571	1220.0304	1260.7382	1283.4851	1408.3136	1426.476	1471.2026	1482.6341	1516.425	1581.8752	3062.5878	3072.6736	3112.7183	3126.8348	3245.1899	3288.2548,6.65405,2.97219,2.10967,3.7353,59.69,-0.2158,0.0431,0.259,596.5324,0.105012,-303.49932,-303.493938,-303.492994,-303.528757,19.872
CC#CC(C)(C)C,CC#CC(C)(C)C,"C	-0.0178512834	1.4792209449	0.0102823301	-0.496118
C	0.0017132268	0.0226571296	0.0020915631	-0.027426
C	0.0179392959	-1.1819367421	-0.0046371952	0.14491
C	0.0379221075	-2.6506017818	-0.0126339711	0.084922
C	-1.4096691978	-3.183485569	-0.1082940844	-0.38958
C	0.852680358	-3.1465348611	-1.2287462946	-0.38957
C	0.6919367574	-3.1623150862	1.2909013065	-0.389563
H	0.5558583716	1.8912759075	-0.8275357246	0.144826
H	-1.0402535952	1.8655829306	-0.0690052181	0.144825
H	0.4147661349	1.879450291	0.934150833	0.144827
H	-1.8946111881	-2.8335336917	-1.0240659186	0.11786
H	-1.410169545	-4.2790642044	-0.1150994581	0.106922
H	-2.0073393188	-2.8444451088	0.7426481313	0.117871
H	1.8826087992	-2.7811704503	-1.1836539983	0.117863
H	0.8760573884	-4.2417242384	-1.2476602779	0.106921
H	0.4092026492	-2.7956554139	-2.1649494615	0.117864
H	0.1326088272	-2.8230578761	2.1674497817	0.117859
H	0.7138814216	-4.2576699357	1.2988462131	0.106918
H	1.7188360905	-2.7969646143	1.3817925534	0.117869",18.321	113.1543	113.1905	216.0352	271.216	271.9686	288.5241	288.5764	347.133	363.0163	363.1606	548.4894	548.5629	624.1639	832.2274	929.7345	929.9519	963.5816	1046.0439	1046.1135	1056.7551	1056.7922	1078.1456	1223.7182	1223.8247	1295.5843	1393.7441	1393.8351	1414.8503	1426.7619	1474.1229	1479.6888	1479.7119	1485.1379	1485.2163	1498.1239	1498.2882	1517.924	2365.87	3023.6986	3029.6041	3029.6862	3036.5788	3083.091	3083.1489	3101.222	3101.298	3107.8712	3112.1903	3116.4289	3116.4434	18.3597	113.1548	113.191	216.035	271.2157	271.9685	288.523	288.5752	347.133	363.0157	363.16	548.4884	548.5619	624.1639	832.2274	929.7346	929.952	963.5816	1046.0438	1046.1134	1056.7548	1056.7919	1078.1454	1223.7181	1223.8248	1295.5844	1393.7442	1393.8351	1414.8499	1426.7619	1474.1231	1479.6878	1479.711	1485.1381	1485.2162	1498.124	1498.2884	1517.924	2365.8693	3023.6986	3029.6041	3029.6862	3036.5788	3083.0911	3083.149	3101.222	3101.2979	3107.8712	3112.1904	3116.429	3116.4434,4.39373,1.35983,1.35982,0.1784,76.21,-0.2404,0.0683,0.3086,1045.3699,0.168385,-273.775864,-273.766335,-273.765391,-273.810583,33.532
